city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Kodak,"Sevier County, TN","Frame,Vinyl,Other",2181.0,"Heating-Heat Pump, Central,Cooling-Central Air,Heating-Electric Heating Heat Pump, Central",0.4,Acres,192.57,Pending,2828127,"Clear Creek Estates,Tennessee,Kodak",2.5,3.0,1.0,2.0,Attached Garage,257000.0,Land,TN,Public,2020.0,attached garage,0
Knoxville,Lee County,Brick,855.0,"Heating: Central Duct,Cooling: Cooling (Central)",43067.04824884569,Square Feet,1.61,Rental,225031250,Uptown Knoxville,1.0,2.0,1.6356687898089173,20.317147192716238,Attached Garage,1379.0,Apartment,TN,Public,1971.0,attached garage,1
Iron River,IRON,"Composition,Stone,Shingle,Stone, Composition",1473.0,"Has Cooling,Forced air unit,Wood,Ceiling Fan(S),Heating-Forced Air,Ceiling Fan(s),Forced Air,Heating and Cooling,Cooling-Ceiling Fan(s),Has Heating,Propane",651222.0,Acres,329.26,Pending,50178334,Illinois,1.5,2.0,1.0,4.0,"Carport,Attached Garage",450000.0,Single Family Dwelling,MI,Septic,2010.0,"attached garage, carport",0
Largo,Pinellas County,Concrete Block,1296.0,"Heating: Central Duct,Cooling: Cooling (Central)",65380.15,Square Feet,39.35,Off Market,T3534428,Florida,2.0,3.892095357590966,1.0,20.317147192716238,Attached Garage,51000.0,Multi-Family Dwelling,FL,Public,1971.0,attached garage,1
Bay City,BAY,Brick,1843.0,"Electric,Forced Air,None,Natural Gas",6098.0,Square Feet,75.42,For Sale,61050182574,Bay City,3.0,3.0,1.6356687898089173,20.317147192716238,Carport,67500.0,Multi-Family Dwelling,MI,Public,1910.0,carport,1
Clearwater,Pinellas County,Frame Siding,997.0,"Heating: Central Duct,Cooling: Cooling (Central)",59980.13,Square Feet,232.87,Sold,U8100909,Florida,2.0,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1980.0,attached garage,1
Largo,Pinellas County,Cb Stucco/Cb Reclad,1074.0,"Heating: Central Duct,Cooling: Cooling (Central),Central",375360.88,Square Feet,232.87,Sold,TB8352799,Sylvia Acres,3.0,3.892095357590966,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1969.0,attached garage,1
Philadelphia,Philadelphia,"Brick,BRICK,MASONRY/CONCRETE MASONRY UNITS (CMUS)",1228.0,"Gas Heat,Forced Air,NONE",1755.0,Square Feet,166,Sold,1003293629,"Mayfair,PHILADELPHIA,Pennsylvania",1.0,3.0,2.0,2.0,"Street,Attached Garage",172000.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, street",1
Midlothian,Chesterfield,"Frame, Vinyl Siding,Frame, Wood Siding,Frame,Vinyl,Wood,Frame,Vinyl Siding,Wood Siding,Frame, VinylSiding,Vinyl Siding,Masonry (unspecified),Frame; Vinyl Siding,Frame,Wood Siding",3476.0,"HeatPump,CentralAir,Electric,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump,Cooling-Central Air, Electric, Heat Pump, Ceiling Fan(s),HVACCooling,Has Cooling,Heat Pump,Ceiling Fan(s),Heating and Cooling,Has Heating",55713.0,Square Feet,245,For Sale,2517375,"Salisbury,Powderham,Virginia",4.0,5.0,2.0,2.0,"Driveway,Street,Attached Garage",559900.0,Single Family Dwelling,VA,Public,1987.0,"attached garage, driveway, street",1
Jupiter,Palm Beach,"STUCCO,CONCRETE BLOCKS,CBS,Block",1623.0,"Has Cooling,FORCED AIR,Heating-Electric Heating,Ceiling Fan(s),Electric,Electric Heating,Central,Has Heating,Cooling-Electric,Central Air,ELECTRIC,HVACCooling",0.28,Acres,344.62,Off Market,R11073533,"Palm Beach,Jupiter,Palm Point,Florida",2.0,3.0,1.0,2.0,"Driveway,RV Parking,Carport,Attached Garage",784000.0,Single Family Dwelling,FL,Public,1971.0,"attached garage, carport, driveway, rv parking",0
GLENCOE,Lee County,Brick,2978.0,"Heating: Central Duct,Cooling: Cooling (Central)",11102.0,Square Feet,232.87,Sold,09650476,Illinois,4.0,5.0,2.0,2.0,Detached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1929.0,detached garage,1
Crossville,"Cumberland County, TN","Stucco,Stucco, Stone, Vinyl Siding, Block, Frame,Frame,Vinyl,Footing,Siding,Block,Frame,Stone,Stucco,Vinyl Siding,Stone,Other",3400.0,"Fireplace Insert,Heat Pump,HVACHeating,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Electric,Central,Central Air,HVACCooling,Natural Gas,Heating-Electric Heating Heat Pump, Central",4.97,Acres,180.88,Sold,2827680,"Copper Pointe Sub,Crossville",3.0,4.0,2.0,400.0,Attached Garage,615000.0,Single Family Dwelling,TN,Septic,2016.0,attached garage,0
Gaylord,Otsego County,"Frame,Vinyl,Vinyl Siding,Frame, Shingle Siding, Vinyl Siding,Shingle",3400.0,"Has Cooling,Heating-Gas Heat Forced Air,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Forced Air,Central,Heating and Cooling,Has Heating,Central Air,Natural Gas",1.0,Acres,110.29,Pending,201835206,"Michaywe,Otsego",2.0,3.0,1.0,2.0,"Driveway,Attached Garage",375000.0,Single Family Dwelling,MI,Septic,2003.0,"attached garage, driveway",0
Lawrenceville,Gwinnett - GA,"Wood,Wood Siding,Brick,Wood siding,Stone,Brick Front; Stone",3533.0,"Zoned,Forced hot air,Ceiling Fan(s), Central Air, Zoned,Ceiling Fan(s),Heating-Gas Heat Zone, Central,Forced Air,Central,Cooling-Central Air, A/C - Zone, Ceiling Fan(s),Central Air,Central air,Natural Gas,HVACCooling",0.14,Acres,141.49,For Sale,7611241,"Avington,The Avington Glen,Avington Glen,Lawrenceville,Georgia",4.0,5.0,2.0,2.0,Attached Garage,328000.0,Single Family Dwelling,GA,Public,2007.0,attached garage,0
Saint Petersburg,Pinellas County,"Concrete Block,CONCRETE BLOCKS,FOOTING,Block,CONCRETE BLOCK",882.0,"Heating: Central Duct,FORCED AIR,Cooling: Cooling (Central),Cooling-Central Air, Ceiling Fan(s),CENTRAL,Electric,Heating-Electric Heating Central,Central,Central Air",63770.14,Square Feet,374.15,Off Market,U8216124,"BELLECREST HEIGHTS,Bellecrest Heights,Saint Petersburg,Westminster Heights,Florida",1.0,2.0,1.0,1.0,"Driveway,Carport,Street,Attached Garage",195000.0,Single Family Dwelling,FL,Public,1978.0,"attached garage, carport, driveway, street",1
Georgetown,Williamson,Brick,1459.0,"Heating: Central Duct,Cooling: Cooling (Central)",6396.0,Square Feet,232.87,Pending,1040548,Texas,2.0,2.0,1.6356687898089173,562.0,Attached Garage,825493.9891451831,Other,TX,Public,2019.0,attached garage,1
Seminole,Pinellas County,Masonry,638.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.0,Square Feet,232.87,Sold,T3526120,Illinois,2.466245487364621,3.892095357590966,1.0,20.317147192716238,Attached Garage,825493.9891451831,Other,FL,Public,1972.0,attached garage,1
Boiling Springs,Spartanburg County,"Stone, Vinyl Siding,Vinyl,Brick Trim/Veneer,Stone,Stone; Vinyl Siding",2595.0,"Has Cooling,Cooling-Central Air, Electric, Ceiling Fan(s),Central Air, Electric,Cooling-Central Air,Central Forced,Ceiling Fan(s),Heating-Forced Air,Electric,Forced Air,Central Air,Natural Gas,Heating-Gas Heat, Electric Heating",0.3,Acres,144.87,For Sale,1561414,Lynbrook,3.0,4.0,2.0,2.0,"Street,Attached Garage",383144.0,Single Family Dwelling,SC,Public,2025.0,"attached garage, street",0
Carbondale,Garfield County,"WOOD SIDING,Wood Siding, Stone Veneer, Frame,METAL FRAME",2802.0,"FORCED AIR,Yes,Heating-Forced Air,CENTRAL,GAS,Forced Air,Central Air,Fireplace",0.62,Acres,874.38,Sold,187998,"Aspen Glen,Carbondale Rural",3.5,3.0,1.0,2.0,Attached Garage,1185000.0,Single Family Dwelling,CO,Public,2003.0,attached garage,0
DAVENPORT,Osceola County,"Stucco,Concrete, Block, Stucco,Concrete Block,,Concrete, Stucco,Concrete,Block,",2168.0,"Has Cooling,Heating-Electric Heating,Cooling-Central Air,Air Conditioning,Electric,Package,Has Heating,Central Air,Ac.split System,Other",3043.0,Square Feet,221.21,For Sale,O6316683,"STONEYBROOK SOUTH NORTH PARCEL PH 6,Stoneybrook South North Parcel Ph 6,Davenport,Citrus Ridge-Four Corners",4.0,5.0,2.0,0.0,"Carport,Street,Attached Garage",509000.0,Townhouse,FL,Public,2021.0,"attached garage, carport, street",1
Houghton,Houghton,"Vinyl Siding, Vinyl Trim,Vinyl,Vinyl Trim,Vinyl Siding",1247.0,"Boiler,Heating only,Hot Water,No Cooling,Has Heating,None,Natural Gas,Heating-Hot Water Radiant",6970.0,Square Feet,101.84,Sold,50174219,West Houghton 3rd Add,2.0,4.0,2.0,3.0,"Driveway,Carport,Attached Garage",145000.0,Single Family Dwelling,MI,Public,2006.0,"attached garage, carport, driveway",1
OLDSMAR,Pinellas County,Frame Stucco,1554.0,"Heating: Central Duct,Cooling: Cooling (Central)",71440.16,Square Feet,232.87,Sold,U8103965,Florida,2.0,3.0,1.0,20.317147192716238,"Street,Attached Garage",825493.9891451831,Single Family Dwelling,FL,Public,1984.0,"attached garage, street",1
Galesburg,Kalamazoo,"Vinyl,Vinyl Siding",3821.0,"FORCED AIR,Heating-Forced Air,Ceiling Fan(s),Forced Air,Cooling-Ceiling Fan(s),Central Air,HVACCooling,Natural Gas",0.5,Acres,123,Sold,24060832,"Galesburg, MI,Greater Kalamazoo - K,Michigan",4.0,6.0,2.0,2.0,"Street,Attached Garage",529000.0,Land,MI,Septic,2005.0,"attached garage, street",0
Largo,Pinellas County,"Frame,STUCCO,CONCRETE BLOCKS,Wood Frame,FOOTING,Block,Block; Wood Frame,Block, Frame,Cb Stucco/Cb Reclad",1706.0,"Has Cooling,Heating: Central Duct,FORCED AIR,Cooling: Cooling (Central),Cooling-Central Air, Ceiling Fan(s),CENTRAL,Electric,Heating-Electric Heating Central,Central,Has Heating,Central Air",98180.22,Square Feet,278.43,For Sale,TB8394873,"Margaret Manor,Margaret Manor 1st Add,MARGARET MANOR 1ST ADD",2.5,3.0,1.0,1.0,"Carport,Attached Garage",48300.0,Single Family Dwelling,FL,Public,1960.0,"attached garage, carport",1
Richmond,Richmond City,"Brick, Drywall,Drywall,Brick,Raised (unspecified)",2492.0,"Heating-Electric Heating Heat Pump, Zone,Electric,Central,Central Air,Zoned,Has Cooling,Heat Pump,Ceiling Fan(s),Gas,Forced Air,Heating and Cooling,Has Heating,Cooling-Central Air, Electric, Heat Pump, A/C - Zone, Ceiling Fan(s)",3564.0,Square Feet,198.64,Pending,2517385,"Manchester,Virginia",3.0,4.0,2.0,20.317147192716238,"Street,Attached Garage",115000.0,Single Family Dwelling,VA,Public,1920.0,"attached garage, street",1
Hillman,Montmorency County,"Frame,Log,Half Log",1675.0,"Wood,Heating-Propane,Ceiling Fan(s),Cooling-Ceiling Fan(s),Propane",30.0,Acres,256.72,For Sale,201835439,"T31N R4E,Hillman",2.0,3.0,2.0,2.0,"Detached Garage,Attached Garage",430000.0,Single Family Dwelling,MI,Septic,2009.0,"attached garage, detached garage",0
Louisa,Louisa,"Drywall, Frame, VinylSiding,Frame,Vinyl Siding",1560.0,"Heat Pump,Electric",232610.0,Square Feet,272.44,For Sale,2517383,Illinois,2.0,3.0,1.0,20.317147192716238,Attached Garage,445000.0,Single Family Dwelling,VA,Septic,2007.0,attached garage,1
Treasure Island,Pinellas County,"Wood Frame,BRICK/STONE (BRICK AND/OR STONE),WOOD FRAME",990.0,"HVACHeating,HVACCooling",0.0,Square Feet,287,Off Market,T3473624,"Treasure Island, FL,Isle of Capri",2.466245487364621,3.892095357590966,2.0,1.0,Attached Garage,188000.0,Townhouse,FL,Public,1988.0,attached garage,1
Seviervilletn,"Sevier County, TN","SIDING,Log,FOOTING",682.0,"Cooling-Central Air, Window/Wall Unit, Ceiling Fan(s),HVACHeating,HVACCooling,Heating-Electric Heating Heat Pump, Central",0.35,Acres,608.75,Off Market,2827722,Bluff Mtn Acres Sec 2,1.5,1.0,2.0,20.317147192716238,Attached Garage,435000.0,Single Family Dwelling,TN,Public,1995.0,attached garage,0
Townville,Anderson County,"Vinyl,Vinyl Siding,Vinyl Siding, Brick Veneer",924.0,"HeatPump,Has Cooling,Air Conditioning,Heat Pump,Heating,Cooling-None, Heat Pump,NONE,None,Heating-Heat Pump",1.17,Acres,162.23,Pending,1561416,"No Subdivision,None",2.0,3.0,1.0,20.317147192716238,Driveway,12900.0,Manufactured Home,SC,Septic,2015.0,driveway,0
San Antonio,Bexar County,"Brick,Other",1520.0,"Other Cooling,Central Electric,Heat Pump,Electric,Central",6240.0,Square Feet,13.03,Rental,SABORTX-1849997,"Texas,Guilbeau Park,North San Antonio",2.0,3.0,1.0,2.0,Attached Garage,1700.0,Rental Unit,TX,Public,1995.0,attached garage,1
Heber City,Wasatch,"Concrete,Stone",1802.0,"Furnace - Energy Star Rated,Heating-Gas Heat Forced Air,Central Air,Cooling-Central Air, Air Cond. Unit,Has Cooling,Cooling-Central Air,Air Conditioning,Heat Pump,Forced Air,Heating-Heat Pump, Forced Air,Heating and Cooling,Has Heating,ENERGY STAR Qualified Equipment,Natural Gas",0.1,Acres,801.07,For Sale,12502420,"The Pointe at Current,The Pointe At Current",1.5,3.0,1.6356687898089173,2.0,Attached Garage,1443533.0,Condo,UT,Public,2025.0,attached garage,0
Other,Other,"Brick,Vinyl Siding",2462.0,"Heating: Central Duct,Cooling: Cooling (Central)",94090.0,Square Feet,232.87,For Sale,139600,Illinois,3.0,3.0,1.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,VA,Public,1998.0,attached garage,1
CLEARWATER,Pinellas County,"Reinforced Concrete,Wood Frame,Concrete",2000.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.0,Square Feet,412.5,Off Market,225031250,Illinois,2.466245487364621,3.892095357590966,1.0,20.317147192716238,Attached Garage,825000.0,Building,FL,Public,2002.0,attached garage,1
Reading,Berks,"Frame, Masonry, Vinyl Siding,Frame; Masonry; Vinyl Siding",864.0,"Heat Pump - Electric BackUp,Has Cooling,Oil,Heat Pump,Warm Air,Electric,Central A/C,Forced Air,Central,Central Air",4356.0,Square Feet,153.36,Pending,PABK2058930,"MILLMONT,Pennsylvania",1.0,2.0,1.0,2.0,"Driveway,Attached Garage",265000.0,Single Family Dwelling,PA,Public,1985.0,"attached garage, driveway",1
Cornelia,Habersham,"Vinyl,Vinyl Siding",1568.0,"Cooling-Central Air,Air Conditioning,Heat Pump,Heating,Heating-Other Heat Pump, Other, Central,Central,Central Air",0.95,Acres,182.59,For Sale,10485504,Illinois,2.0,3.0,1.0,1.0,Parking Pad,284900.0,Manufactured Home,GA,Septic,2024.0,parking pad,0
Chanhassen,Carver County,"Wood Siding,WOOD,Fiber Cement,Brick, Fiber Cement,Brick/Stone, Fiber Cement,BLOCK (UNSPECIFIED),FRAME",5020.0,"Cooling-Central Air,Hot Water,Heating-Radiant, Forced Air,Radiant Floor,Electric,Forced Air,Central,Central Air,Natural Gas,Wall Unit(s),In-Floor Heating,HOT WATER",76665.0,Acres,79.08,For Sale,6550815,"Pleasant View,Minnesota,Chanhassen",5.0,4.0,2.0,3.0,Attached Garage,2276357.0,Single Family Dwelling,MN,Public,2024.0,attached garage,0
DAVENPORT,Polk,"Stucco,Block; Stucco,Block, Stucco,Block",1780.0,"Has Cooling,Cooling-Central Air,Heating-Central,Central,Has Heating,Central Air",0.22,Acres,216.29,For Sale,S5128222,"Bridgewater Crossing,Davenport,BRIDGEWATER CROSSING",3.0,4.0,1.0,2.0,"Driveway,Carport,Attached Garage",259000.0,Single Family Dwelling,FL,Public,2000.0,"attached garage, carport, driveway",0
Knoxville,"Knox County, TN","Frame,Vinyl,Vinyl Siding, Frame,Siding",1400.0,"Cooling: Central Cooling, Ceiling Fan(s),Yes,Electric,Cooling Y N: Yes,Central,Central Cooling,Central Air,Heating-Electric Heating, Other Other, Central,HVACCooling,Heating: Central, Forced Air, Natural Gas, Electric,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Gas,Forced Air,Heating Yn: Yes,Natural Gas",0.17,Acres,242.14,Off Market,2827665,"Knoxville,Tennessee,Fairmont,Fairmont Park",1.0,2.0,1.0,20.317147192716238,"Carport,Street,Attached Garage",339000.0,Single Family Dwelling,TN,Public,1950.0,"attached garage, carport, street",0
Glen Allen,Henrico,"Frame,Brick Trim/Veneer,Brick Veneer, Frame,Brick Veneer; Frame",2040.0,"Has Cooling,Cooling-Central Air,Heating-Gas Heat Forced Air,Forced Air,Central Air,Natural Gas",43067.04824884569,Square Feet,277.04,For Sale,2517112,Innsbrook Dominion Residences,3.0,3.0,4.0,2.0,Street,565170.0,Single Family Dwelling,VA,Public,2025.0,street,1
GLENCOE,Lee County,Brick,2440.0,"Heating: Central Duct,Cooling: Cooling (Central)",10920.0,Square Feet,232.87,Off Market,06520153,Illinois,2.5,4.0,2.0,20.317147192716238,"Street,Attached Garage",825493.9891451831,Single Family Dwelling,IL,Public,1942.0,"attached garage, street",1
Centre,Lee County,Brick,1632.0,"Ceiling Fan(s),Central,Central Air",43067.04824884569,Square Feet,177.63,For Sale,10567753,Illinois,2.466245487364621,3.892095357590966,1.6356687898089173,20.317147192716238,"Garage,Garage Door Opener,Parking Pad",289900.0,Single Family Dwelling,AL,Septic,1982.7783075089392,"garage, garage door opener, parking pad",1
Las Vegas,Clark,"Stucco,Frame,Frame, Stucco",2405.0,"Cooling-Electric, Window/Wall Unit, Ceiling Fan(s),Heating: Gas, Multiple Heating Units, Zoned,Yes,Electric,CentralAir,Cooling Y N: Yes,Central,Central Air,Cooling: Central Air, Electric, 2 Units,Zoned,TwoUnits,Heating-Gas Heat Zone,MultipleHeatingUnits,2 Units,Multiple Heating Units,Gas,Forced Air,Heating Yn: Yes",0.09,Acres,305.61,For Sale,2632504,"Parcel 14 at Rhodes Ranch,Parcel 14 At Rhodes Ranch,Las Vegas,Rhodes Ranch,Nevada",2.5,4.0,2.0,2.0,Attached Garage,750000.0,Single Family Dwelling,NV,Public,2006.0,attached garage,0
Glencoe,Cook,Brick,3862.0,"Cooling-Central Air,Heating-Gas Heat Radiators, Forced Air",10920.0,Square Feet,551.67,Sold,11755201,"Glencoe,Illinois",3.5,4.0,2.0,2.0,Attached Garage,1655000.0,Single Family Dwelling,IL,Public,1931.0,attached garage,1
GLENCOE,Cook,Brick,2756.0,"Cooling-Central Air,Heating-Gas Heat Forced Air",9100.0,Square Feet,362.84,Sold,11626055,"Glencoe,Illinois",2.5,4.0,2.0,2.0,Attached Garage,1000000.0,Single Family Dwelling,IL,Public,1976.0,attached garage,1
Lovelock,Pershing County,"Wood,Manufactured/Converted in Escrow, Wood Siding, Other,Wood Siding,Manufactured/Converted,Manufactured/Converted in Escrow, Wood Siding, Insulated Walls R-20+, Insulated Walls R-30+,Manufactured/Converted In Escrow,Manufactured/Converted in Escrow,Manufactured/Converted, Wood Siding, Other,Manufactured/Converted in Escrow; Wood Siding; Other,Other",1248.0,"Heating-Electric Heating, Hot Water Radiant,Central Refrig AC,Central Refrig Ac,Heating-Electric Heating,Hot Water,Electric, Energystar Appl 1 Or More,Yes,Electric, Central Refrig AC, EnergyStar APPL 1 Or More, Programmable Thermostat,Electric,Heating Cooling: Electric, Central Refrig AC, EnergyStar APPL 1 or More, Programmable Thermostat,Central Air,Cooling-Central Air, Electric, Refrigeration,Energystar Appl 1 Or More,Programmable Thermostat,Cooling-Air Cond. Unit,Cooling-Central Air,Air Unit,Refrigerated,Central Air, EnergyStar APPL 1 or More, Programmable Thermostat,Heating and Cooling,ENERGY STAR Qualified Equipment,EnergyStar APPL 1 or More",0.18,Acres,272.36,For Sale,240014746,"Lovelock,NTA2236749",2.0,3.0,1.0,2.0,"Carport,Attached Garage",339900.0,Manufactured Home,NV,Public,2024.0,"attached garage, carport",0
GLENCOE,Cook,Brick,4932.0,"Cooling-Central Air,Heating-Gas Heat",18200.0,Square Feet,496.76,Sold,11646703,Illinois,5.5,5.0,2.0,3.0,Attached Garage,2450000.0,Single Family Dwelling,IL,Public,2005.0,attached garage,1
Clarksville,Montgomery,"Stone, Vinyl Siding,Vinyl,Vinyl Siding,Stone",1720.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Yes,Electric,Heating-Central,Cooling Y N: Yes,Heating: Central,Central,Central Air,Has Cooling,Cooling: Central Air, Electric,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Heating and Cooling,Heating Yn: Yes,Has Heating",25700.0,Square Feet,188.95,For Sale,2925723,"Fox Crossing,Clarksville,Tennessee",3.0,3.0,2.0,2.0,"Carport,Attached Garage",325000.0,Single Family Dwelling,TN,Public,2014.0,"attached garage, carport",1
Cathedral City,Riverside,Wood,2547.0,"Has Cooling,Cooling-Central Air, Ceiling Fan(s),Gas,Heating-Central,Central Forced Air,Central,Heating and Cooling,Has Heating,Central Air",8276.0,Square Feet,235,For Sale,OC25136156,"Panorama,Palm Springs Panorama,North Cathedral City,California",3.0,4.0,1.0,3.0,"Driveway,Attached Garage",599500.0,Single Family Dwelling,CA,Public,1999.0,"attached garage, driveway",1
Reno,Washoe County,"Stucco,Stucco, Other,Other",2608.0,"Central Refrig Ac,Heating-Gas Heat Forced Air,Yes,Cooling-Central Air, Refrigeration, Ceiling Fan(s),Fireplace(s),Heating Cooling: Natural Gas, Forced Air, Fireplace, Central Refrig AC,Central Air,Refrigerated,Cooling-Central Air, Ceiling Fan(s),Forced Air,Cooling-Central Air, Refrigeration,Heating and Cooling,Natural Gas,Fireplace",0.17,Acres,603.91,For Sale,240014736,"Meadowood,Reno,South Central",4.0,3.0,1.0,3.0,"Carport,Attached Garage",1575000.0,Single Family Dwelling,NV,Public,2019.0,"attached garage, carport",0
Philadelphia,Philadelphia,"Brick,BRICK,Masonry/concrete Masonry Units (cmus),MASONRY/CONCRETE MASONRY UNITS (CMUS)",1216.0,"NONE,None,Natural Gas Hot Water",1750.0,Square Feet,76.48,Sold,5717804,"Mayfair,Pennsylvania",1.0,3.0,2.0,2.0,"Street,Attached Garage",1600.0,Single Family Dwelling,PA,Public,1950.0,"attached garage, street",1
